Rate,Building Type,City,Cost Point Selector,Battery Capacity (kWh),Battery Power (kW),BAU Demand Cost,BAU Energy Cost,Capital Cost ($),Max Demand Rate ($/kW),Npv ($),PV Size (kW),Total Demand Savings ($),Total kWh Savings ($)
GSEDS-1_Primary_Demand,Large Hotel,Helena,1,0 kWh,0 kW,381244,1558860,$0K,$7.90,$0M,0 kW,0,0
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Restaurant,Boulder,1,0 kWh,0 kW,101968,107333,$0K,$18.90,$0M,0 kW,0,0
GSEDS-1_Secondary_Demand,Strip Mall,Helena,1,0 kWh,0 kW,115225,356993,$17K,$9.41,$0M,25 kW,4113,24079
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Primary School,New York,1,125 kWh,37 kW,942290,913007,$266K,$41.95,$0M,308 kW,243070,295380
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Hospital,New York,1,494 kWh,189 kW,4673850,7538580,"$1,556K",$41.95,$0M,"1,913 kW",937680,2077660
SC-9_-_General_Large_Low_Tension_Service_[NYC],Supermarket,New York,1,0 kWh,0 kW,0,2335860,$343K,$21.82,$0M,505 kW,0,732860
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Midrise Apartment,Phoenix,1,0 kWh,0 kW,56543.2,268986,$15K,$6.65,$0M,23 kW,1334.3,23989
OGS-TOU-NEM,Large Office,LasVegas,1,0 kWh,0 kW,0,4114230,$0K,$0.00,$0M,0 kW,0,0
Schedule_MDB-_Medium_Standard_General_Service_Burien,Medium Office,Seattle,1,0 kWh,0 kW,60768.6,542370,$0K,$2.32,$0M,0 kW,0,0
Power_and_Light_Medium_Schedule_PLM-11,Medium Office,Atlanta,1,0 kWh,0 kW,0,402890,$0K,$0.00,$0M,0 kW,0,0
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Fast Food,San Francisco,1,10 kWh,3 kW,87751,164109,$31K,$34.72,$0M,39 kW,15083.2,56467
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,293474,$0K,$2.32,$0M,0 kW,0,0
GSEDS-1_Secondary_Demand,Hospital,Helena,1,0 kWh,0 kW,1380150,5720990,$69K,$9.41,$0M,102 kW,16080,98300
Large_Light_&_Power_-_Primary_voltage_discount,Small Hotel,Minneapolis,1,0 kWh,0 kW,0,446713,$0K,$7.55,$0M,0 kW,0,0
GSEDS-1_Secondary_Demand,Medium Office,Helena,1,0 kWh,0 kW,282284,659853,$0K,$9.41,$0M,0 kW,0,0
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Supermarket,LasVegas,1,0 kWh,0 kW,379646,994666,$22K,$16.49,$0M,32 kW,11689,27374
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Restaurant,Seattle,1,0 kWh,0 kW,12731.1,203147,$0K,$2.32,$0M,0 kW,0,0
General_Service_With_Demand_Meter_(Rate_Code_25),Outpatient,Minneapolis,1,0 kWh,0 kW,195433,1136420,$0K,$5.86,$0M,0 kW,0,0
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Midrise Apartment,New York,1,33 kWh,9 kW,226778,231554,$41K,$41.95,$0M,39 kW,31315,42622
BES-Small_Load_Delivery_Class_(Secondary),Medium Office,Chicago,1,0 kWh,0 kW,181991,592769,$0K,$6.18,$0M,0 kW,0,0
A-6_Small_General_Service_TOU_Single_Phase,Supermarket,San Francisco,1,208 kWh,36 kW,0,3914570,$522K,$0.00,$1M,659 kW,0,2081380
BES-Large_Load_Delivery_Class_(Secondary),Hospital,Chicago,1,0 kWh,0 kW,1025220,5216790,$0K,$6.73,$0M,0 kW,0,0
GSDT-1_(General_Service_Demand_-Time-Of-Use),Small Office,Miami,1,0 kWh,0 kW,29330.7,50198.8,$0K,$9.20,$0M,0 kW,0,0
A-6_Small_General_Service_TOU_Single_Phase,Medium Office,San Francisco,1,138 kWh,23 kW,0,1737520,$274K,$0.00,$0M,333 kW,0,979697
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Restaurant,San Francisco,1,2 kWh,1 kW,73704.5,394859,$49K,$16.78,$0M,71 kW,8455.8,134975
GSEDS-1_Secondary_Demand,Midrise Apartment,Helena,1,0 kWh,0 kW,52425,179144,$0K,$9.41,$0M,0 kW,0,0
GSDT-1_(General_Service_Demand_-Time-Of-Use),Strip Mall,Miami,1,0 kWh,0 kW,179316,310914,$0K,$9.20,$0M,0 kW,0,0
A-6_Small_General_Service_TOU_Single_Phase,Hospital,San Francisco,1,937 kWh,167 kW,0,16224000,"$2,148K",$0.00,$3M,"2,668 kW",0,8302440
Schedule_MDC_-_Medium_Standard_General_Service_City,Retail Store,Seattle,1,0 kWh,0 kW,25852.3,266096,$0K,$2.32,$0M,0 kW,0,0
E-36_Standard_Price_Plan_for_General_Service,Primary School,Phoenix,1,0 kWh,0 kW,186831,774212,$67K,$6.76,$0M,98 kW,20115,98353
GSEDS-1_Secondary_Non-Demand,Supermarket,Helena,1,0 kWh,0 kW,0,2051790,$325K,$0.00,$0M,478 kW,0,662910
Small_General_Service_Time-Of-Use_(A-1)(B),Small Office,Los Angeles,1,0 kWh,0 kW,17925.7,108076,$21K,$7.48,$0M,30 kW,3836.2,49195.6
SC-9_-_General_Large_Low_Tension_Service_[NYC],Small Office,New York,1,0 kWh,0 kW,0,99628.5,$14K,$21.82,$0M,21 kW,0,27116.4
E-36_Standard_Price_Plan_for_General_Service,Outpatient,Phoenix,1,0 kWh,0 kW,200751,1110710,$50K,$6.76,$0M,73 kW,8765,73940
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_R_(under_2kV),Large Office,Anaheim,1,223 kWh,128 kW,2711020,5992580,"$1,658K",$16.23,$1M,"2,223 kW",562160,2923310
GSEDS-1_Primary_Non-Demand,Strip Mall,Helena,1,0 kWh,0 kW,0,447689,$81K,$0.00,$0M,120 kW,0,142933
GSDT-1_(General_Service_Demand_-Time-Of-Use),Medium Office,Miami,1,0 kWh,0 kW,281745,478136,$0K,$9.20,$0M,0 kW,0,0
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Small Hotel,Los Angeles,1,2 kWh,1 kW,202351,632236,$84K,$17.48,$0M,122 kW,16361,162336
GSEDS-1_Secondary_Demand,Small Hotel,Helena,1,0 kWh,0 kW,142888,517452,$0K,$9.41,$0M,0 kW,0,0
OGS-TOU-NEM,Fast Food,LasVegas,1,0 kWh,0 kW,0,114948,$0K,$0.00,$0M,0 kW,0,0
Power_and_Light_Large_Schedule_PLL-11,Secondary School,Atlanta,1,0 kWh,0 kW,0,1436580,$0K,$0.00,$0M,0 kW,0,0
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Large Office,Boulder,1,16 kWh,13 kW,2619570,1968940,$15K,$18.90,$0M,2 kW,22870,790
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Restaurant,LasVegas,1,0 kWh,0 kW,52294,215992,$0K,$12.47,$0M,0 kW,0,0
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Outpatient,San Francisco,1,13 kWh,6 kW,400082,1772560,$284K,$16.78,$0M,408 kW,71435,742470
E-20_Maximum_demand_of_(1000_KW_or_more)_(Secondary),Hospital,San Francisco,1,350 kWh,163 kW,3809730,6661530,"$1,539K",$33.72,$1M,"1,965 kW",894170,2581230
Large_Light_&_Power_-_Primary_voltage_discount,Primary School,Minneapolis,1,0 kWh,0 kW,0,589796,$0K,$7.55,$0M,0 kW,0,0
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Medium Office,San Francisco,1,160 kWh,47 kW,608513,742490,$264K,$34.72,$0M,283 kW,228865,357817
Schedule_MDC_-_Medium_Standard_General_Service_City,Supermarket,Seattle,1,0 kWh,0 kW,84094.8,1090970,$0K,$2.32,$0M,0 kW,0,0
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Primary School,Atlanta,1,0 kWh,0 kW,0,857449,$0K,$0.00,$0M,0 kW,0,0
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Small Hotel,New York,1,70 kWh,23 kW,489024,650478,$107K,$41.95,$0M,108 kW,73149,118184
LGS-1_-_Large_General_Service,Secondary School,LasVegas,1,0 kWh,0 kW,835724,1675160,$96K,$8.57,$0M,142 kW,37670,130150
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Small Hotel,Boulder,1,2 kWh,1 kW,256686,236572,$1K,$18.90,$0M,0 kW,2204,74
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Strip Mall,Anaheim,1,45 kWh,15 kW,337218,362119,$127K,$38.02,$0M,156 kW,114686,174876
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Outpatient,San Francisco,1,4 kWh,3 kW,400082,1772830,$272K,$16.78,$0M,396 kW,67307,680630
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Warehouse,Anaheim,1,7 kWh,4 kW,63099.4,174820,$49K,$13.20,$0M,65 kW,13384.3,93540.7
Schedule_G_-_Secondary,Medium Office,Baltimore,1,0 kWh,0 kW,0,1030440,$143K,$0.00,$0M,211 kW,0,266634
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Hospital,Atlanta,1,0 kWh,0 kW,1700510,4840090,$0K,$15.66,$0M,0 kW,0,0
A-1-Small_General_Service-Non-Time_of_Use_Rate_(Single-Phase),Warehouse,San Francisco,1,0 kWh,0 kW,0,346584,$47K,$0.00,$0M,70 kW,0,144604
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Small Office,San Francisco,1,3 kWh,1 kW,27798.1,101643,$21K,$16.78,$0M,28 kW,7201.7,46581.7
Schedule_G_-_Secondary,Small Office,Baltimore,1,0 kWh,0 kW,0,93798,$11K,$0.00,$0M,16 kW,0,20315.7
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Fast Food,San Francisco,1,0 kWh,0 kW,41178.9,228514,$28K,$16.78,$0M,41 kW,2566.2,78744
GSDT-1_(General_Service_Demand_-Time-Of-Use),Outpatient,Miami,1,0 kWh,0 kW,402650,854257,$0K,$9.20,$0M,0 kW,0,0
Schedule_GL_(Secondary_Voltage),Restaurant,Baltimore,1,0 kWh,0 kW,38493.1,249737,$0K,$6.15,$0M,0 kW,0,0
Schedule_MDC_-_Medium_Standard_General_Service_City,Large Hotel,Seattle,1,0 kWh,0 kW,110902,1291450,$0K,$2.32,$0M,0 kW,0,0
General_Service_With_Demand_Meter_(Rate_Code_25),Medium Office,Minneapolis,1,0 kWh,0 kW,180117,722250,$0K,$5.86,$0M,0 kW,0,0
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Primary School,Atlanta,1,0 kWh,0 kW,358038,640590,$0K,$15.66,$0M,0 kW,0,0
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,Strip Mall,Anaheim,1,0 kWh,0 kW,131973,558941,$118K,$9.97,$0M,174 kW,26662,295866
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Fast Food,Boulder,1,0 kWh,0 kW,15832.7,165723,$23K,$4.84,$0M,34 kW,581.7,44516
Small_General_Service_Metered_(A10),Secondary School,Duluth,1,0 kWh,0 kW,0,2196360,$110K,$0.00,$0M,162 kW,0,194230
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Large Hotel,Atlanta,1,0 kWh,0 kW,608504,1445400,$0K,$15.66,$0M,0 kW,0,0
General_Service_With_Demand_Meter_(Rate_Code_25),Warehouse,Minneapolis,1,0 kWh,0 kW,39969.9,179034,$0K,$5.86,$0M,0 kW,0,0
E-36_Standard_Price_Plan_for_General_Service,Strip Mall,Phoenix,1,0 kWh,0 kW,77883.1,354929,$14K,$6.76,$0M,20 kW,3003.2,20601
BES-Small_Load_Delivery_Class_(Secondary),Retail Store,Chicago,1,0 kWh,0 kW,80359.3,312438,$0K,$6.18,$0M,0 kW,0,0
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Secondary School,Phoenix,1,0 kWh,0 kW,662596,2630070,$240K,$6.65,$0M,354 kW,77949,364290
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Primary School,San Francisco,1,104 kWh,31 kW,761166,949958,$295K,$34.72,$0M,364 kW,269423,434407
GS-2_(S)_Large_General_Service_Secondary,Secondary School,Fairbanks,1,0 kWh,0 kW,632490,3773810,$444K,$11.06,$0M,654 kW,57973,868490
GSEDS-1_Secondary_Demand,Restaurant,Helena,1,0 kWh,0 kW,53323.6,230623,$0K,$9.41,$0M,0 kW,0,0
GSEDS-1_Primary_Non-Demand,Large Office,Helena,1,0 kWh,0 kW,0,5337800,$339K,$0.00,$0M,499 kW,0,593430
GSEDS-1_Secondary_Demand,Small Office,Helena,1,0 kWh,0 kW,19879.5,59710.2,$2K,$9.41,$0M,4 kW,896.9,3515.9
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Strip Mall,New York,1,56 kWh,21 kW,420783,427744,$135K,$41.95,$0M,157 kW,107728,167181
General_Service_With_Demand_Meter_(Rate_Code_25),Retail Store,Minneapolis,1,0 kWh,0 kW,78587.7,387165,$0K,$5.86,$0M,0 kW,0,0
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Warehouse,Phoenix,1,0 kWh,0 kW,42083.6,164531,$14K,$6.65,$0M,21 kW,4205.8,21376
E-36_Standard_Price_Plan_for_General_Service,Medium Office,Phoenix,1,0 kWh,0 kW,147275,603590,$43K,$6.76,$0M,64 kW,10542,63355
BES-Large_Load_Delivery_Class_(Secondary),Small Office,Chicago,1,0 kWh,0 kW,15091.8,52498.7,$0K,$6.73,$0M,0 kW,0,0
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Large Office,Atlanta,1,0 kWh,0 kW,1894340,3955800,$0K,$15.66,$0M,0 kW,0,0
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Small Office,San Francisco,1,0 kWh,0 kW,27798.1,99276,$18K,$16.78,$0M,26 kW,5730.5,40222.7
Power_and_Light_Medium_Schedule_PLM-11,Restaurant,Atlanta,1,0 kWh,0 kW,0,153356,$0K,$0.00,$0M,0 kW,0,0
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_A_(Under_2_kV),Large Hotel,Anaheim,1,88 kWh,43 kW,787000,2151870,$359K,$15.57,$0M,451 kW,69015,743390
LGS-1_-_Large_General_Service,Warehouse,LasVegas,1,0 kWh,0 kW,59926.1,127138,$0K,$8.57,$0M,0 kW,34.2,129
General_Service_(A14),Fast Food,Duluth,1,0 kWh,0 kW,37965.2,97245.5,$0K,$14.98,$0M,0 kW,0,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Strip Mall,LasVegas,1,0 kWh,0 kW,109145,344783,$6K,$12.47,$0M,9 kW,1535,8001
BES-Large_Load_Delivery_Class_(Secondary),Strip Mall,Chicago,1,0 kWh,0 kW,87208.4,308644,$0K,$6.73,$0M,0 kW,0,0
Schedule_MDB-_Medium_Standard_General_Service_Burien,Small Hotel,Seattle,1,0 kWh,0 kW,33745.1,428465,$0K,$2.32,$0M,0 kW,0,0
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Outpatient,New York,1,150 kWh,57 kW,985413,1375560,$352K,$41.95,$0M,404 kW,251184,428130
Schedule_MDD_-_Medium_Network_General_Service,Supermarket,Seattle,1,0 kWh,0 kW,164565,1344720,$0K,$4.54,$0M,0 kW,0,0
E-36_Standard_Price_Plan_for_General_Service,Small Office,Phoenix,1,0 kWh,0 kW,13595.4,62807.6,$4K,$6.76,$0M,6 kW,1106.3,5878.9
BES-Large_Load_Delivery_Class_(Secondary),Primary School,Chicago,1,0 kWh,0 kW,193662,636797,$0K,$6.73,$0M,0 kW,0,0
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Supermarket,Atlanta,1,0 kWh,0 kW,0,1589620,$0K,$0.00,$0M,0 kW,0,0
Schedule_GL_(Secondary_Voltage),Supermarket,Baltimore,1,0 kWh,0 kW,251186,1479440,$29K,$6.15,$0M,43 kW,10267,41360
GSEDS-1_Primary_Demand,Small Office,Helena,1,0 kWh,0 kW,16684,58443,$2K,$7.90,$0M,3 kW,660.2,2917.7
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Medium Office,LasVegas,1,0 kWh,0 kW,269771,480444,$16K,$16.49,$0M,23 kW,6553,19681
E-63_STANDARD_PRICE_PLAN_FOR_PRIMARY_LARGE_GENERAL_SERVICE,Large Office,Phoenix,1,0 kWh,0 kW,482659,4059480,$0K,$4.12,$0M,0 kW,0,0
3B_General_Power_TOU_(PNM-Owned_Transformer),Supermarket,Albuquerque,1,0 kWh,0 kW,462980,1058160,$133K,$17.47,$0M,196 kW,42106,198864
General_Service_(A14),Retail Store,Duluth,1,0 kWh,0 kW,157689,281874,$0K,$14.98,$0M,0 kW,0,0
BES-Small_Load_Delivery_Class_(Secondary),Supermarket,Chicago,1,0 kWh,0 kW,248726,1233140,$0K,$6.18,$0M,0 kW,0,0
GS-1_General_Service,Small Office,Fairbanks,1,0 kWh,0 kW,0,136771,$16K,$0.00,$0M,23 kW,0,31143
GSD-1_(General_Service_Demand),Small Office,Miami,1,0 kWh,0 kW,30077.7,48173,$0K,$10.60,$0M,0 kW,0,0
BES-Large_Load_Delivery_Class_(Secondary),Retail Store,Chicago,1,0 kWh,0 kW,87511,312438,$0K,$6.73,$0M,0 kW,0,0
BES-Medium_Load_Delivery_Class_(Secondary),Fast Food,Chicago,1,0 kWh,0 kW,20981.7,115436,$0K,$6.29,$0M,0 kW,0,0
Schedule_MDB-_Medium_Standard_General_Service_Burien,Midrise Apartment,Seattle,1,0 kWh,0 kW,12223.7,146486,$0K,$2.32,$0M,0 kW,0,0
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Warehouse,San Francisco,1,8 kWh,4 kW,63818.6,237498,$50K,$16.78,$0M,67 kW,16745.1,108522
Time-of-use_-_General_Service_-_Demand_Metered-Super_Off_Peak_TOU-GS-3-SOP_(2kv-50kv),Primary School,Anaheim,1,46 kWh,20 kW,788992,666177,$204K,$36.38,$0M,263 kW,247653,226567
GSDT-1_(General_Service_Demand_-Time-Of-Use),Restaurant,Miami,1,0 kWh,0 kW,84372.5,199877,$0K,$9.20,$0M,0 kW,0,0
Schedule_MDD_-_Medium_Network_General_Service,Warehouse,Seattle,1,0 kWh,0 kW,25004.6,151311,$0K,$4.54,$0M,0 kW,0,0
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Retail Store,San Francisco,1,62 kWh,17 kW,193177,570619,$140K,$17.58,$0M,167 kW,57890,338099
General_Service_(A14),Strip Mall,Duluth,1,0 kWh,0 kW,149852,265183,$0K,$14.98,$0M,0 kW,0,0
BES-Small_Load_Delivery_Class_(Secondary),Hospital,Chicago,1,0 kWh,0 kW,941431,5216790,$0K,$6.18,$0M,0 kW,0,0
LGS-1_-_Large_General_Service,Strip Mall,LasVegas,1,0 kWh,0 kW,121617,293090,$1K,$8.57,$0M,1 kW,214,1002
GS-2_(S)_Large_General_Service_Secondary,Restaurant,Fairbanks,1,0 kWh,0 kW,57532.3,506590,$48K,$11.06,$0M,71 kW,2944.8,104562
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Small Hotel,San Francisco,1,127 kWh,34 kW,383824,618162,$149K,$34.72,$0M,140 kW,101922,197949
Power_and_Light_Large_Schedule_PLL-11,Hospital,Atlanta,1,0 kWh,0 kW,0,4564330,$0K,$0.00,$0M,0 kW,0,0
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Primary School,Boulder,1,0 kWh,0 kW,134703,873673,$74K,$4.84,$0M,109 kW,12802,135673
GSD-1_(General_Service_Demand),Warehouse,Miami,1,0 kWh,0 kW,63105.3,89918.8,$0K,$10.60,$0M,0 kW,0,0
Schedule_P,Hospital,Baltimore,1,0 kWh,0 kW,830160,5635050,$0K,$5.31,$0M,0 kW,0,0
LGS-1_-_Large_General_Service,Retail Store,LasVegas,1,0 kWh,0 kW,119708,293177,$0K,$8.57,$0M,0 kW,0,0
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Supermarket,San Francisco,1,152 kWh,46 kW,1009990,1688340,$413K,$34.72,$0M,505 kW,285484,721755
Large_Light_&_Power_-_Primary_voltage_discount,Supermarket,Minneapolis,1,0 kWh,0 kW,0,1173430,$0K,$7.55,$0M,0 kW,0,0
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Primary School,San Francisco,1,15 kWh,7 kW,355228,1310060,$249K,$16.78,$0M,354 kW,89645,567960
General_Service_With_Demand_Meter_(Rate_Code_25),Small Hotel,Minneapolis,1,0 kWh,0 kW,94913.5,556164,$0K,$5.86,$0M,0 kW,0,0
GS-2_(S)_Large_General_Service_Secondary,Large Hotel,Fairbanks,1,0 kWh,0 kW,506617,3511270,$258K,$11.06,$0M,380 kW,3600,561330
GSEDS-1_Secondary_Non-Demand,Large Hotel,Helena,1,0 kWh,0 kW,0,2340530,$221K,$0.00,$0M,326 kW,0,451400
GSEDS-1_Secondary_Non-Demand,Large Office,Helena,1,0 kWh,0 kW,0,6255120,$868K,$0.00,$0M,"1,279 kW",0,1629450
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Retail Store,Los Angeles,1,2 kWh,1 kW,197939,425422,$102K,$17.48,$0M,148 kW,44096,193824
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_R_(2kV_to_50kV),Outpatient,Anaheim,1,0 kWh,0 kW,384565,1477850,$295K,$11.05,$0M,435 kW,63517,658959
GS-2_(S)_Large_General_Service_Secondary,Supermarket,Fairbanks,1,0 kWh,0 kW,412645,3272480,$384K,$11.06,$0M,566 kW,43085,837460
Small_General_Service_Metered_(A10),Fast Food,Duluth,1,0 kWh,0 kW,0,173296,$21K,$0.00,$0M,31 kW,0,36904
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_A_(Under_2_kV),Secondary School,Anaheim,1,162 kWh,54 kW,1337380,2695240,$738K,$15.57,$0M,972 kW,437880,1428490
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Fast Food,Phoenix,1,0 kWh,0 kW,24959.9,145110,$4K,$6.65,$0M,6 kW,545.9,6276
GSD-1_(General_Service_Demand),Supermarket,Miami,1,0 kWh,0 kW,452654,1005960,$8K,$10.60,$0M,11 kW,6296,7050
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Restaurant,San Francisco,1,0 kWh,0 kW,73704.5,402636,$48K,$16.78,$0M,70 kW,7682.4,127119
Small_General_Time-of-Day_Service_(A12),Small Office,Duluth,1,0 kWh,0 kW,0,85085.8,$15K,$0.00,$0M,22 kW,0,27809.1
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Retail Store,Atlanta,1,0 kWh,0 kW,0,424158,$0K,$0.00,$0M,0 kW,0,-2
Schedule_MDD_-_Medium_Network_General_Service,Medium Office,Seattle,1,0 kWh,0 kW,118918,632005,$0K,$4.54,$0M,0 kW,0,0
BES-Medium_Load_Delivery_Class_(Secondary),Retail Store,Chicago,1,0 kWh,0 kW,81789.6,312438,$0K,$6.29,$0M,0 kW,0,0
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Hospital,Atlanta,1,0 kWh,0 kW,0,6670950,$0K,$0.00,$0M,0 kW,0,0
Power_and_Light_Medium_Schedule_PLM-11,Warehouse,Atlanta,1,0 kWh,0 kW,0,96680.3,$0K,$0.00,$0M,0 kW,0,0
Schedule_MDC_-_Medium_Standard_General_Service_City,Primary School,Seattle,1,0 kWh,0 kW,58053.5,574095,$0K,$2.32,$0M,0 kW,0,0
GSEDS-1_Primary_Demand,Large Office,Helena,1,0 kWh,0 kW,1191160,4166100,$69K,$7.90,$0M,102 kW,22100,96370
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Small Hotel,Anaheim,1,11 kWh,6 kW,198144,658171,$99K,$13.20,$0M,135 kW,7704,217517
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Primary School,Seattle,1,0 kWh,0 kW,58053.5,626827,$0K,$2.32,$0M,0 kW,0,0
Schedule_G_-_Secondary,Outpatient,Baltimore,1,0 kWh,0 kW,0,1768540,$247K,$0.00,$0M,364 kW,0,491940
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Midrise Apartment,San Francisco,1,1 kWh,1 kW,66161,284320,$26K,$16.78,$0M,37 kW,3252,69687
GSEDS-1_Primary_Non-Demand,Midrise Apartment,Helena,1,0 kWh,0 kW,0,224656,$20K,$0.00,$0M,29 kW,0,34706
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Hospital,Los Angeles,1,4 kWh,3 kW,2284920,7236560,"$1,278K",$17.48,$0M,"1,879 kW",320110,2476280
BES-Large_Load_Delivery_Class_(Secondary),Large Hotel,Chicago,1,0 kWh,0 kW,351664,1461900,$0K,$6.73,$0M,0 kW,0,0
SC-9_-_General_Large_Low_Tension_Service_[NYC],Warehouse,New York,1,0 kWh,0 kW,0,265798,$40K,$21.82,$0M,59 kW,0,75243
Schedule_G_-_Secondary,Small Hotel,Baltimore,1,0 kWh,0 kW,0,836067,$77K,$0.00,$0M,113 kW,0,156181
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Retail Store,Anaheim,1,15 kWh,7 kW,273816,368391,$109K,$30.87,$0M,147 kW,70358,168290
Power_and_Light_Medium_Schedule_PLM-11,Outpatient,Atlanta,1,0 kWh,0 kW,0,725026,$0K,$0.00,$0M,0 kW,0,0
BES-Medium_Load_Delivery_Class_(Secondary),Medium Office,Chicago,1,0 kWh,0 kW,185231,592769,$0K,$6.29,$0M,0 kW,0,0
Power_and_Light_Medium_Schedule_PLM-11,Supermarket,Atlanta,1,0 kWh,0 kW,0,907332,$0K,$0.00,$0M,0 kW,0,0
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Fast Food,San Francisco,1,0 kWh,0 kW,41178.9,233469,$28K,$16.78,$0M,41 kW,2389.2,74503
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Midrise Apartment,Seattle,1,0 kWh,0 kW,12223.7,151615,$0K,$2.32,$0M,0 kW,0,0
GSEDS-1_Primary_Non-Demand,Restaurant,Helena,1,0 kWh,0 kW,0,289214,$37K,$0.00,$0M,55 kW,0,65886
LGS-3_Large_General_Service_(Secondary_Distribution_Voltage),Large Office,LasVegas,1,0 kWh,0 kW,1803260,3197920,$89K,$16.30,$0M,131 kW,41340,105460
Schedule_GL_(Secondary_Voltage),Strip Mall,Baltimore,1,0 kWh,0 kW,81561.5,371821,$1K,$6.15,$0M,2 kW,307.7,1999
GSEDS-1_Primary_Demand,Warehouse,Helena,1,0 kWh,0 kW,53491.5,175060,$0K,$7.90,$0M,1 kW,102.7,507
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Outpatient,Phoenix,1,0 kWh,0 kW,261789,1231210,$174K,$6.65,$0M,256 kW,36682,270753
Schedule_GL_(Secondary_Voltage),Secondary School,Baltimore,1,0 kWh,0 kW,549392,1999390,$99K,$6.15,$0M,146 kW,26501,141040
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Medium Office,New York,1,124 kWh,39 kW,768283,801240,$253K,$41.95,$0M,287 kW,238426,277484
Small_General_Service_Metered_(A10),Medium Office,Duluth,1,0 kWh,0 kW,0,963979,$44K,$0.00,$0M,65 kW,0,75461
